;city;PC6;Homes_Passed;ACTIVE_CUSTOMERS_Resi;ACTIVE_CUSTOMERS_Soho;;;;;
;VOORBURG;2273SH;26;18;1;;;;;
;VOORBURG;2273SJ;24;14;0;;;;;
;VOORBURG;2273SL;24;10;1;;;;;
;VOORBURG;2273SP;25;10;1;;;;;
;VOORBURG;2273SR;18;9;0;;;;;
;VOORBURG;2273ST;21;14;1;;;;;
;VOORBURG;2273TA;21;11;0;;;;;
;VOORBURG;2273TB;23;13;0;;;;;
;VOORBURG;2273TC;27;9;1;;;;;
;VOORBURG;2273TJ;17;7;0;;;;;
;VOORBURG;2273TK;15;8;0;;;;;
;VOORBURG;2273TL;16;7;0;;;;;
;VOORBURG;2273TN;16;9;0;;;;;
;VOORBURG;2273TT;24;11;0;;;;;
;VOORBURG;2273TV;24;8;0;;;;;
;VOORBURG;2273TZ;25;18;2;;;;;
;VOORBURG;2273VB;10;6;1;;;;;
;VOORBURG;2273VD;17;9;0;;;;;
;VOORBURG;2273VE;24;12;0;;;;;
;VOORBURG;2273VG;20;11;0;;;;;
;VOORBURG;2273VH;24;11;0;;;;;
;VOORBURG;2273VP;24;10;1;;;;;
;VOORBURG;2273VR;16;7;0;;;;;
;VOORBURG;2273VS;24;18;1;;;;;
;VOORBURG;2273VT;16;10;0;;;;;
;VOORBURG;2273VW;25;12;0;;;;;
;VOORBURG;2273VX;22;10;1;;;;;
;VOORBURG;2273WC;15;7;1;;;;;
;VOORBURG;2273WH;18;9;2;;;;;
;VOORBURG;2273WZ;26;19;1;;;;;
;VOORBURG;2273XC;105;59;4;;;;;
;VOORBURG;2273XK;25;9;0;;;;;
;VOORBURG;2273XM;12;6;0;;;;;
;VOORBURG;2273XN;24;13;0;;;;;
;VOORBURG;2273XV;62;25;0;;;;;
;VOORBURG;2273XX;24;14;0;;;;;
;VOORBURG;2273XZ;26;14;1;;;;;
;VOORBURG;2274AE;26;16;0;;;;;
;VOORBURG;2274AG;24;17;0;;;;;
;VOORBURG;2274AJ;17;9;0;;;;;
;VOORBURG;2274AK;20;7;0;;;;;
;VOORBURG;2274AN;26;15;2;;;;;
;VOORBURG;2274AS;24;14;0;;;;;
;VOORBURG;2274AT;23;17;0;;;;;
;VOORBURG;2274AV;25;16;1;;;;;
;VOORBURG;2274AX;8;4;2;;;;;
;VOORBURG;2274BB;21;15;1;;;;;
;VOORBURG;2274BC;21;13;2;;;;;
;VOORBURG;2274BD;23;13;0;;;;;
;VOORBURG;2274BE;10;7;0;;;;;
;VOORBURG;2274BH;21;11;3;;;;;
;VOORBURG;2274BK;20;12;0;;;;;
;VOORBURG;2274BL;19;10;1;;;;;
;VOORBURG;2274BM;19;12;1;;;;;
;VOORBURG;2274BP;24;14;1;;;;;
;VOORBURG;2274BR;23;14;1;;;;;
;VOORBURG;2274BW;10;4;1;;;;;
;VOORBURG;2274CA;23;8;3;;;;;
;VOORBURG;2274CC;18;15;0;;;;;
;VOORBURG;2274CD;13;7;3;;;;;
;VOORBURG;2274CG;25;14;2;;;;;
;VOORBURG;2274CJ;26;14;1;;;;;
;VOORBURG;2274CM;19;7;1;;;;;
;VOORBURG;2274CN;23;15;0;;;;;
;VOORBURG;2274CS;18;10;1;;;;;
;VOORBURG;2274EA;24;15;1;;;;;
;VOORBURG;2274EC;15;6;1;;;;;
;VOORBURG;2274ED;6;4;0;;;;;
;VOORBURG;2274EG;20;7;0;;;;;
;VOORBURG;2274EJ;16;8;0;;;;;
;VOORBURG;2274EM;22;11;0;;;;;
;VOORBURG;2274EN;21;11;1;;;;;
;VOORBURG;2274ES;14;6;0;;;;;
;VOORBURG;2274EX;78;53;1;;;;;
;VOORBURG;2274EZ;58;36;0;;;;;
;VOORBURG;2274GB;19;11;1;;;;;
;VOORBURG;2274GC;15;9;0;;;;;
;VOORBURG;2274GD;11;5;2;;;;;
;VOORBURG;2274GE;13;7;2;;;;;
;VOORBURG;2274GH;26;16;0;;;;;
;VOORBURG;2274GK;17;14;0;;;;;
;VOORBURG;2274GL;17;10;1;;;;;
;VOORBURG;2274GM;24;10;0;;;;;
;VOORBURG;2274GP;11;3;0;;;;;
;'S-GRAVENHAGE;2583CW;23;12;0;;;;;
;'S-GRAVENHAGE;2583CX;12;6;0;;;;;
;'S-GRAVENHAGE;2583CZ;24;15;0;;;;;
;'S-GRAVENHAGE;2583DB;27;15;3;;;;;
;'S-GRAVENHAGE;2583DD;17;6;2;;;;;
;'S-GRAVENHAGE;2583DL;58;28;6;;;;;
;'S-GRAVENHAGE;2583DN;6;2;0;;;;;
;'S-GRAVENHAGE;2583DP;13;3;4;;;;;
;'S-GRAVENHAGE;2583DR;17;5;4;;;;;
;'S-GRAVENHAGE;2583DT;26;17;0;;;;;
;'S-GRAVENHAGE;2583DW;3;0;0;;;;;
;'S-GRAVENHAGE;2583DX;50;8;10;;;;;
;'S-GRAVENHAGE;2583DZ;46;1;1;;;;;
;'S-GRAVENHAGE;2583EB;14;8;0;;;;;
;'S-GRAVENHAGE;2583EC;8;5;1;;;;;
;'S-GRAVENHAGE;2583ED;13;8;0;;;;;
;'S-GRAVENHAGE;2583EH;23;12;1;;;;;
;'S-GRAVENHAGE;2583EJ;23;15;3;;;;;
;'S-GRAVENHAGE;2583EK;35;12;1;;;;;
;'S-GRAVENHAGE;2583ET;25;13;0;;;;;
;'S-GRAVENHAGE;2583EV;19;11;0;;;;;
;'S-GRAVENHAGE;2583EX;25;10;2;;;;;
;'S-GRAVENHAGE;2583GD;17;11;1;;;;;
;'S-GRAVENHAGE;2583GE;13;5;0;;;;;
;'S-GRAVENHAGE;2583GL;15;7;0;;;;;
;'S-GRAVENHAGE;2583GM;18;6;1;;;;;
;'S-GRAVENHAGE;2583GN;18;9;0;;;;;
;'S-GRAVENHAGE;2583GP;18;9;0;;;;;
;'S-GRAVENHAGE;2583GR;9;5;0;;;;;
;'S-GRAVENHAGE;2583GW;24;18;0;;;;;
;'S-GRAVENHAGE;2583GZ;13;10;0;;;;;
;'S-GRAVENHAGE;2583HB;15;5;0;;;;;
;'S-GRAVENHAGE;2583HD;15;7;0;;;;;
;'S-GRAVENHAGE;2583HH;13;8;0;;;;;
;'S-GRAVENHAGE;2583HJ;17;6;0;;;;;
;'S-GRAVENHAGE;2583HP;19;10;0;;;;;
;'S-GRAVENHAGE;2583HS;19;9;1;;;;;
;'S-GRAVENHAGE;2583HT;17;7;1;;;;;
;'S-GRAVENHAGE;2583HV;12;5;2;;;;;
;'S-GRAVENHAGE;2583HX;13;9;0;;;;;
;'S-GRAVENHAGE;2583JA;12;10;0;;;;;
;'S-GRAVENHAGE;2583JB;28;18;3;;;;;
;'S-GRAVENHAGE;2583JC;18;10;0;;;;;
;'S-GRAVENHAGE;2583JG;21;14;1;;;;;
;'S-GRAVENHAGE;2583JH;46;27;0;;;;;
;'S-GRAVENHAGE;2583JJ;16;11;0;;;;;
;'S-GRAVENHAGE;2583JK;25;19;0;;;;;
;'S-GRAVENHAGE;2583JS;14;8;0;;;;;
;'S-GRAVENHAGE;2583JT;16;10;1;;;;;
;'S-GRAVENHAGE;2583JV;21;8;0;;;;;
;'S-GRAVENHAGE;2583KA;20;6;1;;;;;
;'S-GRAVENHAGE;2583KE;18;9;0;;;;;
;'S-GRAVENHAGE;2583KG;22;9;2;;;;;
;'S-GRAVENHAGE;2583KK;18;11;0;;;;;
;'S-GRAVENHAGE;2583KL;18;11;0;;;;;
;'S-GRAVENHAGE;2583KM;12;8;0;;;;;
;'S-GRAVENHAGE;2583KN;14;10;0;;;;;
;'S-GRAVENHAGE;2583KP;2;0;1;;;;;
;'S-GRAVENHAGE;2583KR;12;8;0;;;;;
;'S-GRAVENHAGE;2583KW;40;22;0;;;;;
;'S-GRAVENHAGE;2583LK;8;3;1;;;;;
;'S-GRAVENHAGE;2583LL;85;29;3;;;;;
;'S-GRAVENHAGE;2583MP;24;19;0;;;;;
;'S-GRAVENHAGE;2583MR;32;26;1;;;;;
;'S-GRAVENHAGE;2583MZ;15;11;0;;;;;
;'S-GRAVENHAGE;2583NA;14;14;0;;;;;
;'S-GRAVENHAGE;2583NC;10;7;1;;;;;
;'S-GRAVENHAGE;2583NG;10;0;0;;;;;
;'S-GRAVENHAGE;2583NH;16;8;0;;;;;
;'S-GRAVENHAGE;2583NJ;43;33;0;;;;;
;'S-GRAVENHAGE;2583NK;31;20;1;;;;;
;'S-GRAVENHAGE;2583NS;17;11;1;;;;;
;'S-GRAVENHAGE;2583NT;52;35;3;;;;;
;'S-GRAVENHAGE;2583NV;16;13;1;;;;;
;'S-GRAVENHAGE;2583NX;24;17;0;;;;;
;'S-GRAVENHAGE;2583PA;23;18;0;;;;;
;'S-GRAVENHAGE;2583PC;24;13;0;;;;;
;'S-GRAVENHAGE;2583PE;15;11;0;;;;;
;'S-GRAVENHAGE;2583PG;7;1;0;;;;;
;'S-GRAVENHAGE;2583PK;18;11;0;;;;;
;'S-GRAVENHAGE;2583PL;18;8;0;;;;;
;'S-GRAVENHAGE;2583PR;20;13;0;;;;;
;'S-GRAVENHAGE;2583PS;10;5;0;;;;;
;'S-GRAVENHAGE;2583PW;20;13;1;;;;;
;'S-GRAVENHAGE;2583RA;16;10;0;;;;;
;'S-GRAVENHAGE;2583RC;12;6;0;;;;;
;'S-GRAVENHAGE;2583RE;12;9;0;;;;;
;'S-GRAVENHAGE;2583RG;11;6;1;;;;;
;'S-GRAVENHAGE;2583RH;24;19;0;;;;;
;'S-GRAVENHAGE;2583RJ;29;18;1;;;;;
;'S-GRAVENHAGE;2583RS;6;2;0;;;;;
;'S-GRAVENHAGE;2583RV;19;9;0;;;;;
;'S-GRAVENHAGE;2583SE;20;12;1;;;;;
;'S-GRAVENHAGE;2583SW;38;25;0;;;;;
;'S-GRAVENHAGE;2583SZ;16;13;0;;;;;
;'S-GRAVENHAGE;2583TP;11;4;0;;;;;
;'S-GRAVENHAGE;2583TS;17;9;0;;;;;
;'S-GRAVENHAGE;2583TT;12;6;0;;;;;
;'S-GRAVENHAGE;2583TV;12;8;1;;;;;
;'S-GRAVENHAGE;2583TX;12;6;0;;;;;
;'S-GRAVENHAGE;2583VB;21;12;0;;;;;
;'S-GRAVENHAGE;2583VH;5;4;1;;;;;
;'S-GRAVENHAGE;2583VP;16;10;1;;;;;
;'S-GRAVENHAGE;2583WG;70;42;23;;;;;
;'S-GRAVENHAGE;2583WH;90;54;24;;;;;
;'S-GRAVENHAGE;2583WK;13;6;1;;;;;
;VOORBURG;2274GR;15;13;0;;;;;
;VOORBURG;2274GW;25;16;0;;;;;
;VOORBURG;2274HE;18;9;0;;;;;
;VOORBURG;2274HG;22;16;0;;;;;
;VOORBURG;2274HJ;18;12;0;;;;;
;VOORBURG;2274HK;29;17;0;;;;;
;VOORBURG;2274HN;18;7;0;;;;;
;VOORBURG;2274HR;18;12;0;;;;;
;VOORBURG;2274HS;3;2;0;;;;;
;VOORBURG;2274HT;21;12;0;;;;;
;VOORBURG;2274HV;24;13;0;;;;;
;VOORBURG;2274HX;18;9;0;;;;;
;VOORBURG;2274JA;18;10;1;;;;;
;VOORBURG;2274JJ;18;11;0;;;;;
;VOORBURG;2274JN;24;11;1;;;;;
;VOORBURG;2274JS;17;7;1;;;;;
;VOORBURG;2274JT;25;13;1;;;;;
;VOORBURG;2274JV;16;6;0;;;;;
;VOORBURG;2274JX;21;13;0;;;;;
;VOORBURG;2274JZ;21;13;1;;;;;
;VOORBURG;2274KB;26;16;3;;;;;
;VOORBURG;2274KE;7;6;1;;;;;
;VOORBURG;2274KH;9;4;0;;;;;
;VOORBURG;2274KK;24;16;0;;;;;
;VOORBURG;2274KL;24;14;0;;;;;
;VOORBURG;2274KP;16;10;0;;;;;
;VOORBURG;2274KR;11;7;0;;;;;
;VOORBURG;2274KT;20;14;0;;;;;
;VOORBURG;2274KV;11;5;2;;;;;
;VOORBURG;2274KW;8;5;0;;;;;
;VOORBURG;2274LB;16;8;0;;;;;
;VOORBURG;2274LC;16;11;0;;;;;
;VOORBURG;2274LD;24;14;0;;;;;
;VOORBURG;2274LE;24;8;0;;;;;
;VOORBURG;2274LH;24;9;0;;;;;
;VOORBURG;2274LK;24;13;0;;;;;
;VOORBURG;2274LL;24;13;0;;;;;
;VOORBURG;2274LM;24;14;2;;;;;
;VOORBURG;2274LP;18;7;1;;;;;
;VOORBURG;2274LR;18;11;0;;;;;
;VOORBURG;2274LW;22;9;1;;;;;
;VOORBURG;2274NA;22;7;2;;;;;
;VOORBURG;2274NC;20;5;2;;;;;
;VOORBURG;2274ND;27;15;1;;;;;
;VOORBURG;2274NH;26;12;0;;;;;
;VOORBURG;2274NL;19;7;1;;;;;
;VOORBURG;2274NM;24;16;0;;;;;
;VOORBURG;2274NX;25;10;0;;;;;
;VOORBURG;2274NZ;24;11;2;;;;;
;VOORBURG;2274PB;23;14;1;;;;;
;VOORBURG;2274PC;21;9;0;;;;;
;VOORBURG;2274PD;15;8;0;;;;;
;VOORBURG;2274PE;19;11;0;;;;;
;VOORBURG;2274PH;5;2;0;;;;;
;VOORBURG;2274PK;10;4;1;;;;;
;VOORBURG;2274PL;23;13;0;;;;;
;VOORBURG;2274PM;22;7;0;;;;;
;VOORBURG;2274PP;4;3;0;;;;;
;VOORBURG;2274PR;14;7;1;;;;;
;VOORBURG;2274RB;19;5;0;;;;;
;VOORBURG;2274RE;12;7;0;;;;;
;VOORBURG;2274RH;24;8;0;;;;;
;VOORBURG;2274RK;16;7;0;;;;;
;VOORBURG;2274RL;18;11;0;;;;;
;VOORBURG;2274RM;24;9;0;;;;;
;VOORBURG;2274RP;28;11;0;;;;;
;VOORBURG;2274RR;9;2;1;;;;;
;VOORBURG;2274RT;23;14;0;;;;;
;VOORBURG;2274RV;19;9;0;;;;;
;VOORBURG;2274RW;28;15;0;;;;;
;VOORBURG;2274SC;23;17;0;;;;;
;VOORBURG;2274SG;19;11;0;;;;;
;VOORBURG;2274SJ;15;9;0;;;;;
;VOORBURG;2274SM;14;4;1;;;;;
;VOORBURG;2274SN;24;16;1;;;;;
;VOORBURG;2274SX;18;8;0;;;;;
;VOORBURG;2274SZ;24;14;1;;;;;
;VOORBURG;2274TA;24;13;1;;;;;
;VOORBURG;2274TE;24;15;0;;;;;
;VOORBURG;2274TG;19;13;0;;;;;
;VOORBURG;2274TJ;28;13;0;;;;;
;VOORBURG;2274TK;21;10;0;;;;;
;VOORBURG;2274TN;18;11;0;;;;;
;VOORBURG;2274TS;20;15;0;;;;;
;VOORBURG;2274TT;25;13;1;;;;;
;VOORBURG;2274TV;17;10;1;;;;;
;VOORBURG;2274TX;27;15;1;;;;;
;VOORBURG;2274VA;5;2;0;;;;;
;VOORBURG;2274VB;23;9;0;;;;;
;VOORBURG;2274VC;25;14;0;;;;;
;VOORBURG;2274VD;8;6;0;;;;;
;VOORBURG;2274VH;24;10;0;;;;;
;VOORBURG;2274VL;24;13;1;;;;;
;VOORBURG;2274VM;24;12;0;;;;;
;VOORBURG;2274VP;24;15;0;;;;;
;VOORBURG;2274VW;6;3;0;;;;;
;VOORBURG;2274VZ;23;9;1;;;;;
;VOORBURG;2274XB;12;8;0;;;;;
;VOORBURG;2274XE;18;10;1;;;;;
;VOORBURG;2274XG;24;9;0;;;;;
;VOORBURG;2274XJ;26;6;2;;;;;
;VOORBURG;2274XK;12;6;0;;;;;
;VOORBURG;2274XL;31;9;1;;;;;
;VOORBURG;2274XP;18;11;1;;;;;
;VOORBURG;2274XR;24;12;1;;;;;
;VOORBURG;2274XT;24;11;0;;;;;
;VOORBURG;2274XV;24;19;0;;;;;
;VOORBURG;2274XW;19;12;1;;;;;
;VOORBURG;2275AA;2;0;0;;;;;
;VOORBURG;2275AB;22;12;0;;;;;
;VOORBURG;2275AC;35;17;4;;;;;
;VOORBURG;2275AD;9;3;0;;;;;
;'S-GRAVENHAGE;2583WS;24;13;0;;;;;
;'S-GRAVENHAGE;2583WV;16;13;0;;;;;
;'S-GRAVENHAGE;2583XA;11;5;0;;;;;
;'S-GRAVENHAGE;2583XE;14;4;1;;;;;
;'S-GRAVENHAGE;2583XG;14;4;0;;;;;
;'S-GRAVENHAGE;2583XK;21;9;0;;;;;
;'S-GRAVENHAGE;2583XL;11;4;1;;;;;
;'S-GRAVENHAGE;2583XM;8;3;0;;;;;
;'S-GRAVENHAGE;2583XN;23;7;2;;;;;
;'S-GRAVENHAGE;2583XP;21;6;1;;;;;
;'S-GRAVENHAGE;2583XW;75;42;5;;;;;
;'S-GRAVENHAGE;2583XZ;20;11;0;;;;;
;'S-GRAVENHAGE;2584AB;22;12;1;;;;;
;'S-GRAVENHAGE;2584AH;5;3;1;;;;;
;'S-GRAVENHAGE;2584AJ;17;4;0;;;;;
;'S-GRAVENHAGE;2584AK;24;17;0;;;;;
;'S-GRAVENHAGE;2584AN;69;39;4;;;;;
;'S-GRAVENHAGE;2584AS;14;6;0;;;;;
;'S-GRAVENHAGE;2584AW;23;7;2;;;;;
;'S-GRAVENHAGE;2584AZ;17;9;2;;;;;
;'S-GRAVENHAGE;2584BB;16;2;4;;;;;
;'S-GRAVENHAGE;2584BG;22;3;1;;;;;
;'S-GRAVENHAGE;2584BH;13;9;0;;;;;
;'S-GRAVENHAGE;2584BJ;30;9;4;;;;;
;'S-GRAVENHAGE;2584BL;13;4;2;;;;;
;'S-GRAVENHAGE;2584BN;14;1;3;;;;;
;'S-GRAVENHAGE;2584BP;16;1;4;;;;;
;'S-GRAVENHAGE;2584BS;14;9;1;;;;;
;'S-GRAVENHAGE;2584BT;23;12;1;;;;;
;'S-GRAVENHAGE;2584BW;24;15;0;;;;;
;'S-GRAVENHAGE;2584BZ;72;40;1;;;;;
;'S-GRAVENHAGE;2584CA;14;11;0;;;;;
;'S-GRAVENHAGE;2584CB;10;6;0;;;;;
;'S-GRAVENHAGE;2584CC;14;7;0;;;;;
;'S-GRAVENHAGE;2584CH;17;9;0;;;;;
;'S-GRAVENHAGE;2584CJ;17;8;1;;;;;
;'S-GRAVENHAGE;2584CK;9;5;0;;;;;
;'S-GRAVENHAGE;2584CM;13;5;0;;;;;
;'S-GRAVENHAGE;2584CZ;10;4;2;;;;;
;'S-GRAVENHAGE;2584EA;8;6;0;;;;;
;'S-GRAVENHAGE;2584ED;25;11;2;;;;;
;'S-GRAVENHAGE;2584EG;16;8;2;;;;;
;'S-GRAVENHAGE;2584EL;27;12;3;;;;;
;'S-GRAVENHAGE;2584EP;13;5;2;;;;;
;'S-GRAVENHAGE;2584ER;23;12;1;;;;;
;'S-GRAVENHAGE;2584ET;11;5;0;;;;;
;'S-GRAVENHAGE;2584EV;13;6;0;;;;;
;'S-GRAVENHAGE;2584EX;17;12;0;;;;;
;'S-GRAVENHAGE;2584GB;24;13;0;;;;;
;'S-GRAVENHAGE;2584GC;24;15;0;;;;;
;'S-GRAVENHAGE;2584GH;23;9;1;;;;;
;'S-GRAVENHAGE;2584GJ;24;12;0;;;;;
;'S-GRAVENHAGE;2584GK;21;9;3;;;;;
;'S-GRAVENHAGE;2584GM;18;7;1;;;;;
;'S-GRAVENHAGE;2584GW;19;9;0;;;;;
;'S-GRAVENHAGE;2584GZ;15;8;0;;;;;
;'S-GRAVENHAGE;2584HA;20;12;0;;;;;
;'S-GRAVENHAGE;2584HD;29;5;3;;;;;
;'S-GRAVENHAGE;2584HE;29;9;6;;;;;
;'S-GRAVENHAGE;2584HG;23;10;1;;;;;
;'S-GRAVENHAGE;2584HL;26;6;5;;;;;
;'S-GRAVENHAGE;2584HM;19;8;1;;;;;
;'S-GRAVENHAGE;2584HP;5;2;1;;;;;
;'S-GRAVENHAGE;2584HR;15;5;1;;;;;
;'S-GRAVENHAGE;2584HT;8;1;1;;;;;
;'S-GRAVENHAGE;2584HV;13;1;4;;;;;
;'S-GRAVENHAGE;2584HX;22;16;0;;;;;
;'S-GRAVENHAGE;2584KB;20;11;0;;;;;
;'S-GRAVENHAGE;2584RD;5;4;0;;;;;
;'S-GRAVENHAGE;2584RE;4;2;1;;;;;
;'S-GRAVENHAGE;2584RG;21;13;0;;;;;
;'S-GRAVENHAGE;2584RJ;21;6;4;;;;;
;'S-GRAVENHAGE;2584RL;22;14;1;;;;;
;'S-GRAVENHAGE;2584RN;5;1;0;;;;;
;'S-GRAVENHAGE;2584RP;12;8;1;;;;;
;'S-GRAVENHAGE;2584RR;6;4;1;;;;;
;'S-GRAVENHAGE;2584RS;21;15;2;;;;;
;'S-GRAVENHAGE;2584RT;21;9;0;;;;;
;'S-GRAVENHAGE;2584RW;10;7;2;;;;;
;'S-GRAVENHAGE;2584RX;18;7;1;;;;;
;'S-GRAVENHAGE;2584SB;19;9;0;;;;;
;'S-GRAVENHAGE;2584SC;16;10;1;;;;;
;'S-GRAVENHAGE;2584SH;33;14;1;;;;;
;'S-GRAVENHAGE;2584SJ;10;3;0;;;;;
;'S-GRAVENHAGE;2584SK;8;6;0;;;;;
;'S-GRAVENHAGE;2584SM;15;8;0;;;;;
;'S-GRAVENHAGE;2584SW;21;12;0;;;;;
;'S-GRAVENHAGE;2584SZ;15;9;0;;;;;
;'S-GRAVENHAGE;2584TR;7;2;0;;;;;
;'S-GRAVENHAGE;2584TV;22;13;0;;;;;
;'S-GRAVENHAGE;2584TX;8;5;0;;;;;
;'S-GRAVENHAGE;2584VA;12;4;0;;;;;
;'S-GRAVENHAGE;2584VC;9;7;0;;;;;
;'S-GRAVENHAGE;2584VD;11;3;0;;;;;
;'S-GRAVENHAGE;2584VE;11;9;0;;;;;
;'S-GRAVENHAGE;2584VG;16;7;0;;;;;
;'S-GRAVENHAGE;2584VK;6;2;0;;;;;
;'S-GRAVENHAGE;2584VL;6;3;0;;;;;
;'S-GRAVENHAGE;2584VM;18;8;4;;;;;
;'S-GRAVENHAGE;2584VR;24;7;1;;;;;
;'S-GRAVENHAGE;2584VV;17;10;1;;;;;
;'S-GRAVENHAGE;2584VX;19;6;0;;;;;
;'S-GRAVENHAGE;2584XB;16;8;1;;;;;
;'S-GRAVENHAGE;2584XH;26;16;0;;;;;
;'S-GRAVENHAGE;2584XJ;10;3;1;;;;;
;'S-GRAVENHAGE;2584XK;17;11;1;;;;;
;VOORBURG;2275AH;19;9;1;;;;;
;VOORBURG;2275AK;16;5;0;;;;;
;VOORBURG;2275AV;10;5;0;;;;;
;VOORBURG;2275AW;23;12;2;;;;;
;VOORBURG;2275AZ;3;1;2;;;;;
;VOORBURG;2275BA;24;11;5;;;;;
;VOORBURG;2275BE;23;15;1;;;;;
;VOORBURG;2275BG;27;6;4;;;;;
;VOORBURG;2275BL;22;15;2;;;;;
;VOORBURG;2275BM;22;10;3;;;;;
;VOORBURG;2275BR;17;5;0;;;;;
;VOORBURG;2275BX;25;20;1;;;;;
;VOORBURG;2275CB;7;5;0;;;;;
;VOORBURG;2275CD;11;3;0;;;;;
;VOORBURG;2275CH;18;8;0;;;;;
;VOORBURG;2275CJ;21;8;1;;;;;
;VOORBURG;2275CK;15;12;1;;;;;
;VOORBURG;2275CL;18;9;0;;;;;
;VOORBURG;2275CN;13;7;1;;;;;
;VOORBURG;2275CS;8;5;0;;;;;
;VOORBURG;2275CW;17;10;0;;;;;
;VOORBURG;2275CZ;16;10;1;;;;;
;VOORBURG;2275EB;20;8;0;;;;;
;VOORBURG;2275ED;5;3;1;;;;;
;VOORBURG;2275EH;5;3;0;;;;;
;VOORBURG;2275EJ;4;1;1;;;;;
;VOORBURG;2275EK;14;8;1;;;;;
;VOORBURG;2275EL;21;11;1;;;;;
;VOORBURG;2275EN;17;7;1;;;;;
;VOORBURG;2275ES;22;13;0;;;;;
;VOORBURG;2275EW;2;0;0;;;;;
;VOORBURG;2275EZ;20;11;1;;;;;
;VOORBURG;2275TA;24;12;1;;;;;
;VOORBURG;2275TB;24;9;1;;;;;
;VOORBURG;2275TC;17;14;1;;;;;
;VOORBURG;2275TD;15;13;1;;;;;
;VOORBURG;2275TH;6;1;1;;;;;
;VOORBURG;2275TK;14;6;1;;;;;
;VOORBURG;2275TN;17;10;1;;;;;
;VOORBURG;2275TP;8;5;0;;;;;
;VOORBURG;2275TV;17;10;1;;;;;
;VOORBURG;2275VG;9;7;0;;;;;
;VOORBURG;2275VJ;11;6;0;;;;;
;VOORBURG;2275VL;15;8;2;;;;;
;VOORBURG;2275VN;33;19;1;;;;;
;VOORBURG;2275VR;35;13;0;;;;;
;VOORBURG;2275VS;43;18;0;;;;;
;VOORBURG;2275XM;21;15;2;;;;;
;VOORBURG;2275XP;22;16;1;;;;;
;VOORBURG;2275XR;18;10;1;;;;;
;VOORBURG;2275XV;25;14;2;;;;;
;VOORBURG;2275XX;30;20;0;;;;;
;WASSENAAR;2241AA;22;17;2;;;;;
;WASSENAAR;2241AC;13;10;2;;;;;
;WASSENAAR;2241AE;22;8;3;;;;;
;WASSENAAR;2241AP;24;15;1;;;;;
;WASSENAAR;2241AS;17;8;1;;;;;
;WASSENAAR;2241AT;14;12;0;;;;;
;WASSENAAR;2241AV;6;5;0;;;;;
;WASSENAAR;2241BB;21;14;2;;;;;
;WASSENAAR;2241BG;25;8;7;;;;;
;WASSENAAR;2241BN;4;4;0;;;;;
;WASSENAAR;2241BP;17;13;0;;;;;
;WASSENAAR;2241BR;24;18;2;;;;;
;WASSENAAR;2241BX;19;13;1;;;;;
;WASSENAAR;2241CD;12;9;0;;;;;
;WASSENAAR;2241CE;10;6;1;;;;;
;WASSENAAR;2241CH;9;6;0;;;;;
;WASSENAAR;2241CJ;13;9;0;;;;;
;WASSENAAR;2241EA;24;7;1;;;;;
;WASSENAAR;2241EB;9;0;3;;;;;
;WASSENAAR;2241EC;29;23;0;;;;;
;WASSENAAR;2241HW;22;12;0;;;;;
;WASSENAAR;2241HZ;22;12;0;;;;;
;WASSENAAR;2241JA;18;15;0;;;;;
;WASSENAAR;2241JE;15;11;1;;;;;
;WASSENAAR;2241JH;24;15;0;;;;;
;WASSENAAR;2241JJ;24;14;2;;;;;
;WASSENAAR;2241JS;22;11;1;;;;;
;WASSENAAR;2241JT;18;8;1;;;;;
;WASSENAAR;2241JV;16;13;1;;;;;
;WASSENAAR;2241JW;12;6;0;;;;;
;WASSENAAR;2241JZ;6;4;0;;;;;
;WASSENAAR;2241KA;10;8;0;;;;;
;WASSENAAR;2241KC;23;16;0;;;;;
;WASSENAAR;2241KE;35;19;4;;;;;
;WASSENAAR;2241KG;10;6;0;;;;;
;WASSENAAR;2241KL;21;11;0;;;;;
;WASSENAAR;2241KM;14;4;2;;;;;
;WASSENAAR;2241KT;6;0;3;;;;;
;WASSENAAR;2241KV;22;15;0;;;;;
;WASSENAAR;2241LB;20;11;1;;;;;
;WASSENAAR;2241LD;9;7;0;;;;;
;WASSENAAR;2241LH;22;15;0;;;;;
;WASSENAAR;2241LJ;23;18;1;;;;;
;WASSENAAR;2241LK;7;5;1;;;;;
;WASSENAAR;2241LN;16;12;0;;;;;
;WASSENAAR;2241LR;26;11;0;;;;;
;WASSENAAR;2241MH;30;22;0;;;;;
;WASSENAAR;2241MJ;26;19;2;;;;;
;WASSENAAR;2241MK;25;19;0;;;;;
;WASSENAAR;2241MN;8;4;0;;;;;
;WASSENAAR;2241MR;28;18;0;;;;;
;WASSENAAR;2241MX;34;23;3;;;;;
;WASSENAAR;2241NB;10;5;0;;;;;
;WASSENAAR;2241NC;20;15;0;;;;;
;WASSENAAR;2241ND;45;30;1;;;;;
;WASSENAAR;2241NG;24;19;0;;;;;
;WASSENAAR;2241NK;20;14;2;;;;;
;WASSENAAR;2241NL;19;13;1;;;;;
;WASSENAAR;2241NM;23;14;0;;;;;
;WASSENAAR;2241NN;17;9;0;;;;;
;'S-GRAVENHAGE;2584XM;17;7;1;;;;;
;'S-GRAVENHAGE;2584XN;21;4;2;;;;;
